Unnamed: 0,label,MainText
1484,ham,"ok i'm gonna head usf like fifteen minute"
1485,ham,"nope thats fine. might nap tho!"
1486,ham,"thinking chuckin ur red green n black trainners 2 save carryin bac train"
1487,phishing,"i'd like tell deepest darkest fantasies. call 09094646631 60p/min. stop text call 08712460324 (nat rate)"
1488,ham,"sday joined.so training started today:)"
1489,phishing,"monthly password wap. mobsi.com 391784. use wap phone pc."
1490,ham,"go chase run crossing street"
1491,ham,"u coming back 4 dinner rite? dad ask confirm wif u..."
1492,ham,":-( that's v romantic!"
1493,ham,"i'll sch fr 4-6... dun haf da book sch... home..."
1494,ham,"you. checking"
1495,ham,"ok come ur home half hour..is fine?"
1496,ham,"mag meeting avo point?"
1497,phishing,"eastenders tv quiz. flower dot compare to? d= violet e= tulip f= lily txt e f 84025 4 chance 2 win £100 cash wkent/150p16+"
1498,ham,"ya, i'm referin mei's ex wat... ah, waitin 4 u treat, somebody shld b rich liao...so gd, den u dun work frm tmr onwards..."
1499,ham,"bloody hell, cant believe forgot surname mr . ill give u clue, spanish begin m..."
1500,ham,"da:)whats plan? let mw know�"
1501,ham,"yeah basically time next week get away mom &amp; get 3"
1502,ham,"gotta collect da car 6 lei."
1503,ham,"hey... thk juz go accordin wat discussed yest lor, except kb sun... co there's nt much lesson go attend kb sat..."
1504,ham,"ya came ago"
1505,ham,"appt &lt;time&gt; am. fault u listen. told u twice"
1506,ham,"many thing antibiotic used chest abdomen gynae infection even bone infections."
1507,ham,"aight i'll grab something eat too, text back mu"
1508,ham,"what's significance?"
1509,ham,"love decision, feeling. could decide love, then, life would much simpler, less magical"
1510,ham,"wont touch permission."
1511,ham,"good night dear.. sleepwell sweet dream"
1512,ham,"well done, blimey, exercise, yeah, kinda remember wot is, hmm."
1513,ham,"time thinkin goin?"
1514,ham,"hey r watching movie tonight i'll prob b home early..."
1515,phishing,"dear customer pay2tmkyc expired, it�s bl0cked within 24 hour, please contact customer! care ph� 7679046492 immediately verify"
1516,ham,"lmao where's fish memory need it?"
1517,ham,"finally match heading towards draw prediction."
1518,ham,"work perfect!"
1519,ham,"hi, wlcome back, wonder got eaten lion something, nothing much"
1520,ham,"die... e toot fringe again..."
1521,ham,"okey doke. i'm home, dressed co laying around ill! speak later bout time stuff."
1522,ham,"lol happens vega stay vega"
1523,ham,"ok."
1524,ham,"much better thanks lol"
1525,phishing,"dear (paytm)customer paytm kyc suspended pay-tm office ph 6200992462 paytm a/c block within 24hr thank you."
1526,phishing,"free msg:we billed mobile number mistake shortcode 83332.please call 08081263000 charge refunded.this call free bt landline"
1527,phishing,"six chance win cash! 100 20,000 pound txt> csh11 send 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info"
1528,ham,"keep payasam rinu brings"
1529,ham,"prabha..i'm sorry�"
1530,ham,"bill, in: letter me. i’m expecting one orange isn’t bill may still say orange it."
1531,ham,"watching ajith film ah?"
1532,ham,"okie.. thanx.."
1533,ham,"dear got bus directly calicut"
1534,ham,"town? v. important"
1535,ham,"gifts!! trying get throw cliff something?"
1536,phishing,"congratulation! mobile selected winner e2000.000.00 euro-mega draw draw number eu-0906767 email robertdep34@gmail.com�for claim"
1537,ham,"oh great. i.ll disturb talk."
1538,ham,"never blame day ur life. good day give u happiness. bad day give u experience."
1539,ham,"she.s drinkin i'm ok."
1540,phishing,"88800 89034 premium phone service call 08718711108"
1541,ham,"thanx lot..."
1542,ham,"love !!! know? feel it? make belly warm? wish does, love ... shall meet dreams, ahmad ... *adoring kiss*"
1543,phishing,"25p 4 alfie moon's child need song ur mob. tell ur m8s. txt tone charity 8007 nokias poly charity polys: zed 08701417012 profit 2 charity."
1544,ham,"yup"
1545,ham,"mostly sport type..lyk footbl,crckt.."
1546,ham,"got gas money, chance gang want go grand nature adventure?"
1547,ham,"guy go see movie side."
1548,ham,"okie�wonderful!!"
1549,ham,"awesome, remember last time got somebody high first time diesel :v"
1550,ham,"oh:)as usual vijay film different?"
1551,ham,"nah can't help there, i've never iphone"
1552,ham,"remain unconvinced elaborate test willpower"
1553,ham,"i'm diet. ate 1 many slice pizza yesterday. ugh i'm always diet."
1554,ham,"forgot working today! wanna chat, thing ok drop text free / bored etc i'll ring. hope well, nose essay xx"
1555,ham,"cant wait see you! photo useful? :)"
1556,ham,"moji love words. rich day"
1557,ham,"u got person story..all well?"
1558,ham,"u reach orchard already? u wan 2 go buy ticket first?"
1559,ham,"no. way home. long dry spell season would"
1560,ham,"aight well keep informed"
1561,ham,"one talking"
1562,ham,"sir, waiting call�i urgent meeting later on.."
1563,ham,"hi dear call urgnt. know whats problem. want work problem least tell me. wating reply."
1564,ham,"stop itself. however suggest stay someone able give or every stool."
1565,ham,"ummmmmaah many many happy return day dear sweet heart.. happy birthday dear"
1566,ham,"thanks lovely wisheds. rock"
1567,ham,"i'm solihull, | want anything?"
1568,phishing,"tone club: sub expired 2 re-sub reply monoc 4 mono polyc 4 polys 1 weekly @ 150p per week txt stop 2 stop msg free stream 0871212025016"
1569,ham,"r e meeting tmr?"
1570,ham,"asked sen come chennai search job."
1571,ham,"want send virtual hug?... need one"
1572,ham,"night ended another day, morning come special way. may smile like sunny rays...gud mrng"
1573,ham,"hello peach! cake tasts lush!"
1574,ham,"can. tell quite long, co finish film yet..."
1575,ham,"spending new year brother family. let plan meet next week. ready spoiled? :)"
1576,ham,"wif family booking tour package."
1577,ham,"finish already... yar keep saying mushy... embarrassed ok..."
1578,ham,"hey mr going sea view couple gay mean games! give bell ya finish"
1579,ham,"erm... woodland avenue somewhere. get parish magazine, telephone number there."
1580,ham,"well i'm going aunty!"
1581,ham,"checking you. really miss seeing jeremiah. great month"
1582,phishing,"want explicit sex 30 secs? ring 02073162414 now! cost 20p/min"
1583,phishing,"please call customer service representative 7679046492 10am-9pm w0n guaranteed cash prize rs.7,00,000. fl1pkart team"
1584,ham,"what's feathery bowa? something guy know about?"
1585,ham,"wake &gt;:("
1586,ham,"coughing nothing"
1587,ham,"know, wot people wear. shirts, jumpers, hat, belt, know. r cribbs"
1588,ham,"hiya comin 2 bristol 1 st week april. le got + rudi new yr eve snoring.they drunk! u bak college yet? work sends ink 2 bath."
1589,ham,"k..k:)where you?how performed?"
1590,ham,"nice.nice.how working?"
1591,ham,"32 think? say syllabus"
1592,ham,"lol know! hey someone great inpersonation flea forums. love it!"
1593,phishing,"u want xmas? 100 free text message & new video phone half price line rental? call free 0800 0721072 find more!"
1594,ham,"plan?"
1595,phishing,"please call 08712402972 immediately urgent message waiting"
1596,ham,"3 pa selected."
1597,ham,"told coming wednesday."
1598,ham,"thank meet monday"
1599,phishing,"double min & txts orange 1/2 price linerental - motorola sonyericsson b/tooth free-nokia free call mobileupd8 08000839402 or2optout/hv9d"
1600,phishing,"reduce upto 6 kg 30 day *original sauna slim belt* mrp 1499 com direct price 750 book today & get acupressure mat free! booking sms: slim 57333"
1601,ham,"nt yet chikku..simple habba..hw abt u?"
1602,ham,"welp apparently retired"
1603,ham,"could ask carlos could get anybody else chip"
1604,ham,"sure check yahoo email. sent photo yesterday"
1605,phishing,"u secret admirer. reveal think u r special. call 09065174042. opt cust care 07821230901"
1606,ham,"happy birthday... may u find ur prince charming soon n dun work hard..."
1607,ham,"channel:-):-):):-)."
1608,ham,"ta-daaaaa! home babe, still ?"
1609,ham,"lol would awesome payback."
1610,ham,"yeah not, gang ready"
1611,ham,"congratulation ore mo owo wa. enjoy wish many happy moment fro wherever go"
1612,phishing,"stop club tone replying stop mix see my-tone.com/enjoy. html terms. club tone cost gbp4.50/week. mfl, po box 1146 mk45 2wt (2/3)"
1613,ham,"getting back time soon?"
1614,ham,"great. safe trip. dont panic surrender all."
1615,ham,"let math. good it."
1616,ham,"ya tel, wats ur problem.."
1617,ham,"hellogorgeous, hows u? fone charge lst nitw wen u texd me. hopeu ad nice wkend im sure u lookin 4ward 2 c-in u 2mrw luv jaz"
1618,ham,"thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soon.c"
1619,ham,"length e e top shorter n got fringe now. thk i'm going liao. lazy. dun wan 2 distract u also."
1620,ham,"ill call u 2mrw ninish, address icky american freek wont stop callin 2 bad jen k eh?"
1621,ham,"ok, careful ! text drive !"
1622,ham,"nope... juz work..."
1623,ham,"ü say like dat dun buy ericsson oso cannot oredi lar..."
1624,ham,"know result."
1625,phishing,"last chance! claim ur £350 worth discount voucher today! text shop 85023 now! savamob, offer mobile! c savamob pobox84, m263uz."
1626,ham,"wuld without baby? thought alone mite break dont wanna go crazy everyboy need lady xxxxxxxx"
1627,ham,"hurry home. soup done!"
1628,phishing,"urgent! mobile number *************** £2000 bonus caller prize 10/06/03! 2nd attempt reach you! call 09066368753 asap! box 97n7qp, 150ppm"
1629,ham,"trust me. even there, there."
1630,phishing,"b floppy... b snappy & happy! gay chat service photo upload call 08718730666 (10p/min). 2 stop text call 08712460324"
1631,phishing,"urgent! mobile number awarded inr.2,00,000 prize guaranteed. call 8536074310 land line. claim 3030. valid 12hrs"
1632,ham,"sound better evening im costume. im sure time finish tomorrow txt end."
1633,ham,"well i'm desperate i'll call armand"
1634,ham,"ok i'm waliking ard now... u wan 2 buy anything go ur house?"
1635,ham,"sucks. i'll go u hair. free right?"
1636,phishing,"hungry gay guy feeling hungry 4 it, now. call 08718730555 10p/min. stop text call 08712460324 (10p/min)"
1637,ham,"jokin oni lar.. ü busy wun disturb ü."
1638,ham,"don‘t give flying monkey wot think certainly don‘t mind. friend mine that!"
1639,ham,"help propose going back tomorrow"
1640,ham,"k.i send &lt;#&gt; min:)"
1641,ham,"full heat pa:-) applyed oil pa."
1642,ham,"ill little closer like bus stop street"
1643,ham,"he's really skateboarding despite fact get thrown wind bandage shit arm every five minute"
1644,phishing,"splashmobile: choose 1000 gr8 tone wk! subscrition service weekly tone costing 300p. u one credit - kick back enjoy"
1645,ham,"ok thanks..dats wonderful�"
1646,ham,"poking man everyday teach canada abi! you. saying hi."
1647,ham,"lunch come quickly open door:)"
1648,ham,"guess spent last night phasing fourth dimension"
1649,ham,"part initiate understand"
1650,ham,"yup... havent before... want go yoga? call book"
1651,ham,"aiyo... u always c ex one... dunno abt mei, reply... first time u reply fast... lucky workin huh, got bao ur sugardad ah...gee.."
1652,ham,"ü go home liao? ask dad pick 6..."
1653,ham,"love ya try budget money better babe. gary would freak knew"
1654,ham,"dear reache room"
1655,ham,"omg could snow tonite!"
1656,ham,"sent maga money yesterday oh."
1657,ham,"aaooooright work?"
1658,ham,"mum went 2 dentist."
1659,ham,"hello, yeah i've got bath need hair i'll come i'm done, yeah?"
1660,phishing,"mobile 11 month more? u r entitled update latest colour mobile camera free! call mobile update co free 08002986030"
1661,phishing,"dear (paytm)customer paytm kyc suspended pay-tm office ph 7679046492 paytm a/c block within 24hr thank you."
1662,ham,"certainly put thing perspective something like happens"
1663,phishing,"dear customer,u've selected stay f1ve star hotel - t0day's draw! holiday valued inr 5,00,000.dial 6299257179 claim"
1664,ham,"thats cool! sometimes slow gentle. sonetimes rough hard :)"
1665,ham,"god asked, forgiveness? little child gave lovely reply, wonderful fruit tree give hurt stone.. good night......"
1666,phishing,"property bhi aapki rent bhi aapka, invest r 17k lac fully furnished office space & earn r 17k per month wid bank guarantee, noida cont.9990584817"
1667,ham,"i'm really sorry lit hair fire"
1668,ham,"o. guess got screwd"
1669,phishing,"n 45days reduce fat(8 inch)use*sauna slim belt*(650) vibration belt(999) ncr(50rs extra)+free yoko call now:9268250573/931130487"
1670,ham,"change window logoff sound.."
1671,ham,"that's cool, i'll come like &lt;#&gt; ish"
1672,ham,"pls help tell ashley cant find number oh"
1673,ham,"ok going sleep. hope meet her."
1674,ham,"aww must nearly dead!well jez iscoming todo workand whilltake forever!"
1675,phishing,"loa!! homeowner + tenant welcome. previously refused? still help. call free 0800 1956669 text back 'help'"
1676,phishing,"hmv bonus special 500 pound genuine hmv voucher won. play now! send hmv 86688 info:www.100percent-real.com"
1677,ham,"see forwarding message proof"
1678,ham,"walked hour 2 c u! doesnt show care wont u believe im serious?"
1679,phishing,"xclusive@clubsaisai 2morow 28/5 soiree speciale zouk nichols paris.free rose 2 lady !!! info: 07946746291/07880867867"
1680,phishing,"awarded sipix digital camera! call 09061221061 landline. delivery within 28days. c box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99"
1681,ham,"good afternoon sexy buns! go job search ? wake first thought always, love. wish fine happy know adore you!"
1682,phishing,"dear paytm customer paytm kyc expired. contact customer care no-6299257179 immediately. account block within 24 hr. thank paytm team."
1683,ham,"stopped get ice cream go back"
1684,phishing,"sm service inclusive text credit pls gotto www.comuk.net login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk.220cm2 9ae"
1685,ham,"guess &lt;#&gt; min"
1686,ham,"da good good player.why unsold."
1687,ham,"turn friend staying whole show back til time , feel free go ahead smoke worth worth"
1688,phishing,"local covid19 study: compensation $1,220! qualify here:1200cash4study1.com/"
1689,ham,"i'm always looking excuse city."
1690,ham,"drive read. need write"
1691,ham,"e timing can, go w u lor..."
1692,phishing,"wamma get laid?want real doggin location sent direct mobile? join uk largest dogging network. txt dog 69696 now!nyt. ec2a. 3lp £1.50/msg."
1693,ham,"juz go google n search 4 qet..."
1694,ham,"show wot say could u c 4 dust?"
1695,ham,"midnight earliest"
1696,ham,"wat r u doing?"
1697,ham,"omg u know ate?"
1698,ham,"ok. asked money far"
1699,ham,"miss much i'm desparate recorded message left day listen hear sound voice. love"
1700,ham,"ya now.onion roast."
1701,ham,"aeronautics professor wer calld &amp; wer askd 2 sit aeroplane. aftr sat wer told dat plane w made students. dey hurried plane.. bt 1 didnt move... said:if made students,this wont even start........ datz confidence.."
1702,ham,"sorry, i'll call later..have go somewhere.."
1703,phishing,"today vodafone number ending 0089(my last four digits) selected received £350 award. number match please call 09063442151 claim £350 award"
1704,phishing,"welcome paytm payment bank verification done successful wallet get 1205 cashback click link login paytm http://7e4d6417.ngrok.io/paytm"
1705,phishing,"goal! arsenal 4 (henry, 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp give arsenal 2 goal margin 78 mins."
1706,ham,"good afternoon, love. go day ? ? woke early online waiting ... hmmm ... italian boy online see . *grins*"
1707,phishing,"urgent! dear fl1pkart customer, trying contact you. last weekend draw show w0n rs.10,00,000 prize guaranteed. call 8536074310. claim code k52. valid 12hrs only."
1708,phishing,"moneycontrol.com blackberry! get stock quotes, track portfolio, watch live tv & more.get free app http://m.moneycontrol.com/mom"
1709,ham,"yes:)here tv always available�"
1710,ham,"operate &lt;#&gt;"
1711,phishing,"dear v0daf0ne customer,you 5,00,000 winner guaranteed caller prize, final attempt contact you! claim call 6200992462 now!"
1712,phishing,"tried call reply sm video mobile 750 min unlimited text + free camcorder reply call 08000930705"
1713,ham,"save stress. person dorm account, send account detail money sent you."
1714,phishing,"free top ringtone -sub weekly ringtone-send subpoly 81618-?3 per week-stop sms-08718727870"
1715,ham,"god's love limit. god's grace measure. god's power boundaries. may u god's endless blessing always ur life...!! gud ni8"
1716,phishing,"new textbuddy chat 2 guy ur area 4 25p free 2 receive search postcode gaytextbuddy.com. txt one name 89693. 08715500022 rpl stop 2 cnl"
1717,ham,"thanks, i'll keep mind"
1718,ham,"missionary hook up, doggy hook up, standing...|"
1719,ham,"put + sign, choose number pin show. right?"
1720,ham,"dear going rubber place"
1721,phishing,"dueto central bank directive regard bvn update,your atm card de-activated,to re-activate call customer care 08125000070"
1722,ham,"dont put phone silent mode ok"
1723,ham,"need lar go engin? co si art today..."
1724,ham,"sorry, i'll call later night"
1725,ham,"people see msgs, think iam addicted msging... wrong, bcoz dont know iam addicted sweet friends..!!"
1726,ham,"en chikku nange bakra msg kalstiya..then tea/coffee?"
1727,ham,"okay. soon over. best"
1728,ham,"okay. no, shining on. meant signing, sound better."
1729,ham,"dont talk ever ok word."
1730,ham,"i've sent wife text. buy she'll tell do. relax. go get wkend."
1731,ham,"take care n get well soon"
1732,ham,"today system sh get ready.all well also deep well"
1733,phishing,"email alertfrom: jeri stewartsize: 2kbsubject: low-cost prescripiton drvgsto listen email call 123"
1734,ham,"going take bath ill place key window:-)"
1735,phishing,"warner village 83118 c colin farrell swat wkend @warner village & get 1 free med. popcorn!just show msg+ticket@kiosk.valid 4-7/12. c t&c @kiosk. reply sony 4 mre film offer"
1736,ham,"there's ring come guy costumes. gift future yowifes. hint hint"
1737,ham,"going film 2day da. 6pm. sorry da."
1738,ham,"little. med say take every 8 hours. 5 pain back. took another. hope die"
1739,ham,"please give u connection today &lt;decimal&gt; refund bill"
1740,ham,"want tell bad feel basically time text lately need drug"
1741,ham,"neft transaction reference number 456367 rs.9000 credited beneficiary account 5th jan 3.00pm."
1742,ham,"i'm awake oh. what's up."
1743,ham,"still around? could use half-8th"
1744,ham,"ryder unsold.now gibbs."
1745,ham,"spoil bed well :)"
1746,ham,"probably not, i'm almost gas get cash tomorrow"
1747,ham,"good afternoon boytoy. go walking day ? get police abstract? still about? wake miss babe"
1748,ham,"god picked flower dipped dew, lovingly touched turned you, gifted said,this love"
1749,ham,"driving training?"
1750,ham,"lost 10 kilo today!"
1751,ham,"k.k.how business now?"
1752,ham,"life strict teacher... bcoz teacher teach lesson &amp; conduct exam, life first conduct exam &amp; teach lessons. happy morning. . ."
1753,ham,"nothing. ok anyway give treat"
1754,ham,"ok.ok ok..then..whats ur today plan..can together?"
1755,phishing,"valued customer, pleased advise following recent review mobile no. awarded rs.7,00,000 bonus prize, call 7679046492"
1756,phishing,"cmon babe, txt fantasy babe -) need now. reply cost £1.50. 2 cancel send stop"
1757,ham,"brainless baby doll..:-d;-), vehicle sariyag drive madoke barolla.."
1758,ham,"i'm smoking people use wylie smoke much justify ruining shit"
1759,phishing,"tried call reply sm video mobile 750 min unlimited text + free camcorder reply call 08000930705"
1760,ham,"cold. dont sad dear"
1761,ham,"hi.:)technical support.providing assistance u customer call email:)"
1762,ham,"hey sathya till dint meet even single time saw situation sathya."
1763,ham,"co darren say ü considering mah ask ü..."
1764,ham,"carlos say he'll mu &lt;#&gt; minute"
1765,ham,"wanna art?! :d"
1766,ham,"night ended another day, morning come special way. good morning"
1767,ham,"done internet connection v slow can‘t send it. try later first thing tomo."
1768,ham,"see, knew giving break time woul lead always wanting miss curfew. gonna gibe 'til one, midnight movie gonna get til 2. need come home. need getsleep and, anything, need b studdying ear training."
1769,phishing,"reat investment assured return *commercial space aim sanya *0km frm delhi *nr metro station *sec-15 noida @ 9500/sqft call 995309696"
1770,phishing,"someone u know asked dating service 2 contact you! cant guess who? call 09058091854 revealed. po box385 m6 6wu"
1771,ham,"whatever, im pretty pissed off."
1772,ham,"sorry, i'll call later�.message urgent�"
1773,phishing,"orange customer, may claim free camera phone upgrade loyalty. call 0207 153 9996. offer end 14thmarch. t&c's apply. opt-out availa"
1774,ham,"yun ah.now ü wkg where?btw ü go nu sc. ü wana specialise wad?"
1775,ham,"reached home. . . tired now. .will talk u tomorrow"
1776,ham,"oh way food fridge! want go meal tonight?"
1777,phishing,"please call 08712402578 immediately urgent message waiting"
1778,ham,"took tablet . reaction morning only."
1779,phishing,"u subscribed best mobile content service uk £3 per 10 day helpline 08706091795"
1780,ham,"ya telling abt tht incident.."
1781,ham,"hey ! forget ... mine ... ... possession ... property ... mmm ... *childish smile* ..."
1782,ham,"please da call mistake side sorry da. pls da goto doctor."
1783,phishing,"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
1784,phishing,"u secret admirer looking 2 make contact u-find r*reveal think ur special-call 0905809458"
1785,ham,"tot u outside co darren say u come shopping. course nice wat. jus went sim lim look mp3 player."
1786,ham,"dont worry, 1 day big lambu ji vl come..til enjoy batchlor party:-)"
1787,ham,"ok. finish 6."
1788,ham,"thanks chikku..:-) gud nyt:-*"
1789,phishing,"hi there, 2nights ur lucky night! uve invited 2 xchat, uk wildest chat! txt chat 86688 now! 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs"
1790,ham,"yeah like go like friend imma flip shit like half hour"
1791,ham,"office na."
1792,ham,"lol yep yesterday. already got fireplace. another icon sitting me."
1793,ham,"discussed mother ah?"
1794,phishing,"1 polyphonic tone 4 ur mob every week! txt pt2 87575. 1st tone free ! get txtin tell ur friends. 150p/tone. 16 reply hl 4info"
1795,ham,"u ask darren go n pick u lor... oso sian tmr haf 2 meet lect..."
1796,phishing,"winner! valued network customer hvae selected receive £900 reward! collect call 09061701444. valid 24 hour only. acl03530150pm"
1797,ham,"haha... hope ü hear receipt sound... gd luck!"
1798,ham,"webpage available!"
1799,ham,"r giving second chance rahul dengra."
1800,phishing,"8007 25p 4 alfie moon's child need song ur mob. tell ur m8s. txt tone charity 8007 nokias poly charity polys :zed 08701417012 profit 2 charity"
1801,ham,"hi. i'm always online yahoo would like chat someday"
1802,ham,"give u back id proof &lt;#&gt; rs. wont allow work. come home within day"
1803,ham,"come room point iron plan weekend"
1804,ham,"even cant close eye vava playing umma :-d"
1805,phishing,"someone u know asked dating service 2 contact you! cant guess who? call 09058091854 revealed. po box385 m6 6wu"
1806,ham,"dont use hook"
1807,phishing,"80488. 500 free text message valid 31 december 2005."
1808,ham,"gentle baby! soon taking .."
1809,ham,"thats cool! gentleman treat dignity respect."
1810,ham,"shall get pouch?"
1811,ham,"well big surprise!"
1812,ham,"k:)all best:)congrats..."
1813,ham,"neva grumble sad lor... hee... buy tmr lor aft lunch. still meetin 4 lunch tmr not. neva hear fr lei. ü got lot work ar?"
1814,ham,"pen thing beyond joke. wont biro do? master can't ever again!"
1815,ham,"xy trying smth now. u eat already? havent..."
1816,ham,"yes thought so. thanks."
1817,ham,"yo yo yo byatch whassup?"
1818,ham,"i'm gonna home soon want talk stuff anymore tonight, k? enough today."
1819,ham,"phone weirdest auto correct."
1820,ham,"mm feeling sleepy. today shall get dear"
1821,phishing,"selected stay 1 250 top british hotel - nothing! holiday worth £350! claim, call london 02072069400. bx 526, sw73ss"
1822,phishing,"sms. ac sun0819 post hello:you seem cool, wanted say hi. hi!!! stop? send stop 62468"
1823,ham,"sorry da thangam, sorry held prasad."
1824,ham,"ok.."
1825,ham,"ü home work meh..."
1826,phishing,"rental helpline 9999991155 1000-100, 000 sq.ft. noida & gr.noida office & industrial use goldenberg estate pvt.ltd. sandeep@goldenberg.in 999 999 1155"
1827,phishing,"ur cash-balance currently 500 pound - maximize ur cash-in send go 86688 150p/msg. cc 08718720201 hg/suite342/2lands row/w1j6hl"
1828,ham,"i'm coming back thursday. yay. gonna ok get money. cheers. oh yeah you. everything alright. hows school. call work"
1829,ham,"id onluy matter getting offcampus"
1830,ham,"sad story man - last week b'day. wife did'nt wish me. parent forgot n kid . went work. even colleague wish. entered cabin pa said, '' happy b'day bos !!''. felt special. askd 4 lunch. lunch invited apartment. went there. said,'' u mind go bedroom minute ? '' ''ok'', sed sexy mood. came 5 minuts latr wid cake...n wife, parents, kidz, friend n colleagues. screaming.. surprise !! waiting sofa.. ... ..... ' naked...!"
1831,ham,"lol u still feeling sick?"
1832,ham,"nan sonathaya soladha. boss?"
1833,ham,"schedule next week? town weekend."
1834,phishing,"received request purchasing paytm payment bank fastag. total amount paid r 250/- (tag cost rs. 100 security deposit rs. 0, threshold -rs. 150). case queries, please contact u https://m.paytm.me/fastag-help"
1835,ham,"donno scorable"
1836,phishing,"urgent! please call 09066612661 landline, complimentary 4* lux costa del sol holiday £1000 cash await collection. ppm 150 sae t&cs james 28, eh74rr"
1837,ham,"tomorrow going theatre. . . come wherever u call me. . . tell come tomorrow"
1838,ham,"haha get used driving usf man, know lot stoner"
1839,ham,"s.s:)i thinl role like sachin.just standing. others hit."
1840,ham,"hey! congrats 2u2. id luv 2 ive 2 go home!"
1841,ham,"will, guy close?"
1842,ham,"want &lt;#&gt; r da:)do it?"
1843,ham,"right think"
1844,ham,"life face choice toss coin becoz settle question coin air u know heart hoping for. gudni8"
1845,ham,"came hostel. going sleep. plz call class. hrishi."
1846,phishing,"text82228>> get ringtones, logo game www.txt82228.com. questions: info@txt82228.co.uk"
1847,ham,"yes princess! want please every night. wish command..."
1848,ham,"haha yeah, 2 oz kind shitload"
1849,ham,"wishing wonderful week."
1850,ham,"haha good hear, i'm officially paid market 8th"
1851,ham,"get dump heap. mom decided come lowes. boring."
1852,ham,"wot student discount u get books?"
1853,ham,"sorry cant take call right now. happens r 2waxsto wat want. come ill get medical insurance. she'll able deliver basic care. i'm currently shopping right medical insurance her. give til friday morning. thats i.ll see major person guide right insurance."
1854,ham,"alex know guy sell mids he's south tampa think could set like 8"
1855,ham,"ok�say regards.."
1856,ham,"total video converter free download type google search:)"
1857,ham,"youdoing later? sar xxx"
1858,ham,"make time tonight whenever cool, text whenever around"
1859,ham,"much blackberry bold2 nigeria."
1860,ham,"home lei..."
1861,ham,"shall bring u bottle wine keep u amused? joking! i‘ll bring one anyway"
1862,phishing,"important customer service announcement premier."
1863,phishing,"congratulation - thanks good friend u £2,000 xmas prize. 2 claim easy, call 08712103738 now! 10p per minute. bt-national-rate"
1864,ham,"dont search love, let love find u. thats called falling love, bcoz u dont force yourself, u fall u know smeone hold u... bslvyl"
1865,ham,"bring got"
1866,ham,"im arestaurant eating squid! 10:30 wanna dosomething late?"
1867,phishing,"freemsg: 1-month unlimited free calls! activate smartcall txt: call no: 68866. subscriptn3gbp/wk unlimited call help: 08448714184 stop?txt stop landlineonly"
1868,ham,"ok lor ü reaching message me."
1869,ham,"good evening sir, hope nice day. wanted bring notice late paying rent past month pay $ &lt;#&gt; charge. felt would inconsiderate nag something give great cost that's didnt speak up. however recession wont able pay charge month hence askin well ahead month's end. please help. thank everything."
1870,ham,"soon real thing princess! make wet? :)"
1871,ham,"fishrman woke early mrng. dark. waited &amp; found sack ful stones. strtd throwin thm in2 sea 2 pas time. atlast jus 1stone, sun rose &amp; found tht r nt stones, diamonds. moral:dont wake early mrng'' good night"
1872,ham,"alright. thanks advice. enjoy night out. i'ma try get sleep..."
1873,phishing,"freemsg:feelin kinda lnly hope u like 2 keep company! jst got cam moby wanna c pic?txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242"
1874,phishing,"tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow"
1875,ham,"made payment dont much. sorry. would want fedex way."
1876,ham,"aiyar sorry lor forgot 2 tell u..."
1877,phishing,"1 new voicemail. please call 08719181503"
1878,ham,"i've called while. hoping l8r malaria know miss guys. miss ban big, pls give love especially. great day."
1879,ham,"yeah am, i'll leave maybe 7ish?"
1880,phishing,"big brother alert! computer selected u 10k cash #150 voucher. call 09064018838. ntt po box cro1327 18+ bt landline cost 150ppm mobile vary"
1881,ham,"faith make thing possible,hope make thing work,love make thing beautiful,may three christmas!merry christmas!"
1882,ham,"also cbe only. pay."
1883,phishing,"today's offer! claim ur £150 worth discount vouchers! text yes 85023 now! savamob, member offer mobile! c 08717898036. £3.00 sub. 16 ."
1884,ham,"thank you. like well..."
1885,ham,"don,t think so. need going late school night. especially one class one missed last wednesday probably failed test friday"
1886,ham,"ur paper today e morn aft?"
1887,phishing,"£400 xmas reward waiting you! computer randomly picked loyal mobile customer receive £400 reward. call 09066380611"
1888,ham,"hi dear saw dear. happy. battery low"
1889,ham,"beautiful truth gravity.. read carefully: heart feel light someone it.. feel heavy someone leaf it.. goodmorning"
1890,ham,"remember ask alex pizza"
1891,ham,"entered cabin pa said, '' happy b'day bos !!''. felt special. askd 4 lunch."
1892,ham,"forgot tell ü smth.. ü like number section clearer.."
1893,ham,"yar lor wan 2 go c horse racing today mah, eat earlier lor. ate chicken rice. u?"
1894,ham,"good. you. r u working"
1895,ham,"want go perumbavoor"
1896,ham,"please ask macho price range is, want something new used plus interfued blackberry bold &lt;#&gt; bb"
